domain,dataset,model,seed,example_id,source_row,label,k,full_utility,empty_selected_utility,oracle_utility,oracle_headroom,full_primary,oracle_primary,oracle_subset,attention_shapley_spearman,top_attention_harmful,harmful_item_fraction,sign_reversal_fraction,mean_marginal_spread,mean_abs_pair_interaction,max_abs_pair_interaction,mean_abs_loo_shapley_gap,attention,loo,shapley
ctdg,lastfm,DyGFormer,7,10,8010,1.0,5,-1.2849268913269043,-1.2397165298461914,-1.237494945526123,0.04743194580078125,0.27667081356048584,0.2901100516319275,20,-0.7999999999999999,1.0,0.6,0.4,0.013438153266906738,0.003228813409805298,0.009466052055358887,0.005354833602905273,"[0.12369205057621002, 0.09890781342983246, 0.08671708405017853, 0.07759115844964981, 0.06270316243171692]","[-0.0071839094161987305, -0.031242847442626953, 0.008792400360107422, 0.0007406473159790039, 0.010457515716552734]","[-0.014156917730967205, -0.03868009646733602, 0.004719744126001994, -0.004011392593383789, 0.006918301184972128]"
ctdg,lastfm,DyGFormer,7,11,8011,1.0,5,-0.7497533559799194,-0.6771628856658936,-0.6771628856658936,0.07259047031402588,0.4724830687046051,0.5080563426017761,0,-0.39999999999999997,1.0,1.0,0.0,0.0033050179481506348,0.0008269622921943665,0.0018420219421386719,0.0015834808349609372,"[0.06458166986703873, 0.06321108341217041, 0.05919303745031357, 0.05501388758420944, 0.0526384599506855]","[-0.009246408939361572, -0.02377164363861084, -0.01703941822052002, -0.012754499912261963, -0.0018610954284667969]","[-0.010644088188807167, -0.02656588951746623, -0.018698036670684814, -0.014078587293624876, -0.0026038686434427904]"
ctdg,lastfm,DyGFormer,7,12,8012,1.0,5,-1.5077698230743408,-1.3326705694198608,-1.2521064281463623,0.2556633949279785,0.22140321135520935,0.2859019339084625,5,0.09999999999999999,0.0,0.6,0.4,0.05479662418365479,0.013330292701721192,0.04217422008514404,0.02254564762115478,"[0.13761095702648163, 0.12477193772792816, 0.10425249487161636, 0.09879255294799805, 0.07609985023736954]","[-0.01977682113647461, -0.10338795185089111, -0.007716655731201172, -0.08423769474029541, -0.0727083683013916]","[0.014259042342503865, -0.08319291273752849, 0.02215364774068197, -0.06745522022247315, -0.060863810777664194]"
ctdg,lastfm,DyGFormer,7,13,8013,1.0,5,-0.4480317234992981,-0.47655558586120605,-0.4337887167930603,0.014243006706237793,0.638884425163269,0.6480491757392883,11,0.09999999999999999,0.0,0.4,0.0,0.0031373262405395507,0.0007847249507904053,0.00292012095451355,0.0012417018413543699,"[0.06544845551252365, 0.06431292742490768, 0.061785586178302765, 0.05840744450688362, 0.05609865486621857]","[0.004230916500091553, 0.010218262672424316, -0.007835954427719116, 0.021926462650299072, -0.006224334239959717]","[0.005313121279080708, 0.01212411920229594, -0.007552173733711243, 0.02474488119284312, -0.006106085578600566]"
ctdg,lastfm,DyGFormer,7,14,8014,1.0,5,-2.2706212997436523,-2.317970037460327,-2.2588653564453125,0.011755943298339844,0.10324800759553909,0.10446895658969879,23,0.8999999999999998,0.0,0.4,0.2,0.006328439712524414,0.0014542579650878907,0.0035653114318847656,0.002165365219116211,"[0.08095268160104752, 0.06585066765546799, 0.06542561948299408, 0.0640827938914299, 0.06123676896095276]","[0.03763127326965332, 0.02008509635925293, 0.010289907455444336, -0.011755943298339844, 0.0019252300262451172]","[0.03624621232350667, 0.018516691525777184, 0.008126509189605714, -0.014843869209289554, -0.000696806112925211]"
ctdg,lastfm,DyGFormer,7,15,8015,1.0,5,-0.03555458411574364,-0.04345490038394928,-0.034563831984996796,0.0009907521307468414,0.9650700688362122,0.9660267233848572,27,0.09999999999999999,0.0,0.2,0.2,0.002988724410533905,0.0007203922607004643,0.002163093537092209,0.001240454614162445,"[0.12951375544071198, 0.08414307981729507, 0.059380218386650085, 0.056192848831415176, 0.05562286078929901]","[0.001457657665014267, 7.447600364685059e-05, -0.0009907521307468414, 0.0005624629557132721, 0.0005941987037658691]","[0.0034454271818200742, 0.001390281381706397, -0.0003419056534767151, 0.0016888062780102094, 0.001717707080145677]"
ctdg,lastfm,DyGFormer,7,16,8016,1.0,5,-0.1535872519016266,-0.10605797171592712,-0.10605797171592712,0.04752928018569946,0.8576259016990662,0.8993724584579468,0,-0.9999999999999999,1.0,1.0,0.0,0.013084588944911957,0.003163941577076912,0.006458349525928497,0.005754023790359497,"[0.15907536447048187, 0.10498654097318649, 0.09725302457809448, 0.09437387436628342, 0.08363905549049377]","[-0.020182117819786072, -0.015751361846923828, -0.014538317918777466, -0.01423656940460205, -0.011591032147407532]","[-0.012486337622006734, -0.010178167621294658, -0.008924513682723045, -0.008768550058205923, -0.007171711201469103]"
ctdg,lastfm,DyGFormer,7,17,8017,1.0,5,-0.25958138704299927,-0.22511537373065948,-0.20110027492046356,0.058481112122535706,0.7713744044303894,0.8178304433822632,2,0.8999999999999998,1.0,0.8,1.0,0.027698636054992676,0.006533041596412659,0.015496611595153809,0.01119789183139801,"[0.13386763632297516, 0.1220359206199646, 0.10926955938339233, 0.10585523396730423, 0.09965530037879944]","[-0.021582499146461487, -0.007912218570709229, -0.019894614815711975, -0.020802289247512817, -0.020263850688934326]","[-0.009071346620718639, 0.005140719066063564, -0.009222691506147384, -0.01053997650742531, -0.010772717744112016]"
ctdg,lastfm,DyGFormer,7,18,8018,1.0,5,-0.8855605721473694,-1.0177510976791382,-0.8855605721473694,0.0,0.4124828577041626,0.4124828577041626,31,-0.09999999999999999,0.0,0.0,0.0,0.02598024606704712,0.006443910300731659,0.010103702545166016,0.011889851093292238,"[0.06951498240232468, 0.06888735294342041, 0.06678122282028198, 0.06492201238870621, 0.061530862003564835]","[0.008777081966400146, 0.00879591703414917, 0.026443064212799072, 0.002845466136932373, 0.025879740715026855]","[0.02084624568621318, 0.02079951564470927, 0.039785134792327884, 0.0122298926115036, 0.03852973679701488]"
ctdg,lastfm,DyGFormer,7,19,8019,1.0,5,-1.2078715562820435,-1.1709010601043701,-1.1157052516937256,0.09216630458831787,0.29883265495300293,0.32768410444259644,17,-0.3,0.0,0.6,0.0,0.011392617225646972,0.002801397442817688,0.008301734924316406,0.004141608874003094,"[0.09276130050420761, 0.08270351588726044, 0.073333241045475, 0.06896283477544785, 0.06492337584495544]","[0.016561388969421387, -0.026117801666259766, -0.043231844902038574, -0.010694146156311035, 0.04719531536102295]","[0.014075418313344319, -0.03190653522809347, -0.05123270551363627, -0.015114307403564453, 0.047207633654276535]"
ctdg,lastfm,DyGFormer,7,20,8020,1.0,5,-0.011823211796581745,-0.15506838262081146,-0.011823211796581745,0.0,0.9882463812828064,0.9882463812828064,31,0.9999999999999999,0.0,0.0,0.0,0.10915788263082504,0.018921023618895562,0.09245581924915314,0.02788098383694887,"[0.1925090253353119, 0.17547012865543365, 0.17457197606563568, 0.1538444310426712, 0.15343673527240753]","[0.0012210952118039131, 0.0006794249638915062, 0.0006947731599211693, 0.0006337231025099754, 0.0006112344563007355]","[0.031251867689813174, 0.02894747032163043, 0.02892873661282161, 0.027085668019329514, 0.027031427435576925]"
ctdg,lastfm,DyGFormer,7,21,8021,1.0,5,-0.230894535779953,-0.21715396642684937,-0.21631665527820587,0.014577880501747131,0.7938231825828552,0.8054801821708679,2,0.6,1.0,1.0,0.4,0.0032692044973373414,0.00081135593354702,0.0013301819562911987,0.0015281945466995238,"[0.07151486724615097, 0.0613960400223732, 0.0613633468747139, 0.05363263562321663, 0.052046410739421844]","[-0.0042674243450164795, -0.0028225481510162354, -0.002839505672454834, -0.005759567022323608, -0.0056924968957901]","[-0.0027841173112392427, -0.0011062962313493092, -0.0011245427032311758, -0.00437507579723994, -0.00435053731004397]"
ctdg,lastfm,DyGFormer,7,22,8022,1.0,5,-0.035413216799497604,-0.04320482537150383,-0.03443863242864609,0.0009745843708515167,0.965206503868103,0.9661476612091064,27,0.09999999999999999,0.0,0.2,0.2,0.0029461994767189027,0.0007104483433067798,0.002131432294845581,0.0012243993580341342,"[0.1288386881351471, 0.0837545096874237, 0.05908139795064926, 0.05587296187877655, 0.05531734228134155]","[0.0014265179634094238, 8.640065789222717e-05, -0.0009745843708515167, 0.0005500428378582001, 0.0005812346935272217]","[0.003387009104092917, 0.0013882300506035485, -0.00033097186436255777, 0.0016594892367720604, 0.0016878520449002585]"
ctdg,lastfm,DyGFormer,7,23,8023,1.0,5,-0.10929472744464874,-0.12949985265731812,-0.08851123601198196,0.02078349143266678,0.8964661955833435,0.9152927994728088,7,0.8999999999999998,0.0,0.4,1.0,0.026439028978347778,0.006107076629996299,0.018795207142829895,0.010236950218677519,"[0.14991432428359985, 0.12085142731666565, 0.11623279005289078, 0.09902173280715942, 0.09273067861795425]","[-0.0022516250610351562, -0.003274179995059967, -0.0031405091285705566, -0.013548724353313446, -0.008764587342739105]","[0.011191072066624959, 0.0085483672718207, 0.008362710600097975, -0.006966713070869447, -0.0009303116550048187]"
ctdg,lastfm,DyGFormer,7,24,8024,1.0,5,-0.01779913902282715,-0.06438488513231277,-0.01779913902282715,0.0,0.9823582768440247,0.9823582768440247,31,0.9999999999999999,0.0,0.0,0.0,0.02453789785504341,0.005149776698090136,0.015887223184108734,0.007889898121356962,"[0.12550483644008636, 0.12373471260070801, 0.12273181229829788, 0.10694374889135361, 0.10584674775600433]","[0.0016693677753210068, 0.0016294997185468674, 0.0015944279730319977, 0.0011348146945238113, 0.0011081453412771225]","[0.009903496721138556, 0.009786736654738584, 0.009696047256390254, 0.008645741082727906, 0.008553724394490321]"
ctdg,lastfm,DyGFormer,7,25,8025,1.0,5,-0.8636379241943359,-0.746384859085083,-0.746384859085083,0.11725306510925293,0.4216254651546478,0.47407734394073486,0,-0.3,1.0,1.0,0.0,0.004411852359771729,0.0011183276772499084,0.0024064183235168457,0.002402234077453615,"[0.09875955432653427, 0.07869714498519897, 0.07867421954870224, 0.07112879306077957, 0.0665031149983406]","[-0.022794008255004883, -0.019213378429412842, -0.01922506093978882, -0.02802717685699463, -0.01598227024078369]","[-0.025576258699099227, -0.021169950564702354, -0.021181886394818626, -0.031174724300702415, -0.018150245149930317]"
ctdg,lastfm,DyGFormer,7,26,8026,1.0,5,-0.20752108097076416,-0.15695008635520935,-0.15695008635520935,0.05057099461555481,0.8125960826873779,0.8547466993331909,0,-0.3,1.0,1.0,0.0,0.0068053662776947025,0.0016784429550170898,0.0025144964456558228,0.0031276106834411616,"[0.08394040912389755, 0.08169455826282501, 0.07476653158664703, 0.07242809981107712, 0.06620420515537262]","[-0.01402708888053894, -0.015207022428512573, -0.011704280972480774, -0.015108868479728699, -0.010161787271499634]","[-0.010628391305605571, -0.011899707466363908, -0.00853744298219681, -0.012254211058219274, -0.007251241803169251]"
ctdg,lastfm,DyGFormer,7,27,8027,1.0,5,-0.2633761465549469,-0.23903316259384155,-0.23903316259384155,0.024342983961105347,0.7684527635574341,0.7873887419700623,0,-0.9999999999999999,1.0,1.0,0.0,0.0030773043632507323,0.0007644321769475937,0.0013872236013412476,0.0014461636543273925,"[0.07746793329715729, 0.05754903703927994, 0.05700210481882095, 0.05513490363955498, 0.05320781469345093]","[-0.007951527833938599, -0.006931602954864502, -0.00626644492149353, -0.0052412450313568115, -0.005182981491088867]","[-0.006148155281941096, -0.0057858943939209, -0.004616178075472513, -0.004067945728699366, -0.003724810481071472]"
ctdg,lastfm,DyGFormer,7,28,8028,1.0,5,-0.22910960018634796,-0.2153615653514862,-0.2146795094013214,0.01443009078502655,0.7952413558959961,0.8067999482154846,2,0.7,1.0,1.0,0.4,0.0035011321306228638,0.0008688297122716904,0.0013398230075836182,0.0016371697187423707,"[0.07082364708185196, 0.060367926955223083, 0.06033475697040558, 0.056804999709129333, 0.05175643041729927]","[-0.004368945956230164, -0.0031412243843078613, -0.0031584948301315308, -0.005343034863471985, -0.005922183394432068]","[-0.0027870006859302522, -0.0013490150372187297, -0.00136772096157074, -0.003738619883855184, -0.00450567826628685]"
ctdg,lastfm,DyGFormer,7,29,8029,1.0,5,-1.251737356185913,-1.1833655834197998,-1.1808912754058838,0.0708460807800293,0.28600749373435974,0.30700498819351196,4,-0.09999999999999999,1.0,0.8,0.2,0.01176455020904541,0.002886372804641724,0.006676316261291504,0.005040311813354493,"[0.11470739543437958, 0.09118667989969254, 0.0782461017370224, 0.0695359855890274, 0.058568138629198074]","[-0.007886767387390137, -0.026987552642822266, 0.010555863380432129, 0.0017822980880737305, -0.020634055137634277]","[-0.014103819926579794, -0.03286307056744893, 0.007336477438608805, -0.001987228790918986, -0.02675413091977438]"
ctdg,lastfm,DyGFormer,7,30,8030,1.0,5,-0.0341191291809082,-0.04335073381662369,-0.0331934429705143,0.0009256862103939056,0.9664563536643982,0.9673513770103455,23,0.7,0.0,0.2,0.4,0.004034870862960815,0.0009644025005400181,0.0037889406085014343,0.0016347505152225494,"[0.13046179711818695, 0.1163758784532547, 0.07550106942653656, 0.05368424579501152, 0.050777170807123184]","[0.0008331239223480225, 0.0008537918329238892, -8.54693353176117e-05, -0.0009256862103939056, 0.00038209185004234314]","[0.003282019992669423, 0.00320192656169335, 0.0013636491571863496, -0.000211029810210069, 0.0015950387343764308]"
ctdg,lastfm,DyGFormer,7,31,8031,1.0,5,-2.234363555908203,-2.2899811267852783,-2.227389335632324,0.006974220275878906,0.10706024616956711,0.10780952125787735,7,0.8999999999999998,0.0,0.4,0.0,0.005046367645263672,0.0011779844760894775,0.003707408905029297,0.0013038158416748065,"[0.0737636610865593, 0.06978798657655716, 0.057013411074876785, 0.05521490424871445, 0.05520058423280716]","[0.033251285552978516, 0.02954411506652832, 0.004850864410400391, -0.0027565956115722656, -0.002753019332885742]","[0.033098427454630534, 0.029529301325480137, 0.003216016292572022, -0.0051153421401977555, -0.005110832055409751]"
ctdg,lastfm,DyGFormer,7,32,8032,1.0,5,-1.395135760307312,-1.3881750106811523,-1.3503398895263672,0.044795870780944824,0.24779938161373138,0.2591521739959717,2,-0.39999999999999997,1.0,0.8,0.0,0.0038222074508666992,0.0009701341390609741,0.0023535490036010742,0.0013862268129984545,"[0.0895305722951889, 0.08580779284238815, 0.07705649733543396, 0.07251276820898056, 0.07250988483428955]","[-0.0173722505569458, 0.03090059757232666, -0.008816361427307129, -0.00909125804901123, -0.009090423583984375]","[-0.01758334438006083, 0.03440422415733338, -0.008373989661534628, -0.007704132795333862, -0.007703506946563722]"
ctdg,lastfm,DyGFormer,7,33,8033,1.0,5,-1.3910136222839355,-1.3790701627731323,-1.3623466491699219,0.028666973114013672,0.24882295727729797,0.2560591995716095,24,-0.7,1.0,0.6,0.0,0.002885580062866211,0.0007343471050262451,0.0008994340896606445,0.0014234304428100593,"[0.0847770944237709, 0.07041653990745544, 0.0704139992594719, 0.06728753447532654, 0.054734695702791214]","[-0.008260726928710938, -0.011168360710144043, -0.011167526245117188, 0.0005981922149658203, 0.010937809944152832]","[-0.006838488578796386, -0.009784905115763347, -0.009784199794133502, 0.0021558622519175213, 0.012308271725972495]"
ctdg,lastfm,DyGFormer,7,34,8034,1.0,5,-1.4050835371017456,-1.3992676734924316,-1.3613452911376953,0.04373824596405029,0.2453465610742569,0.2563157081604004,2,-0.39999999999999997,1.0,0.8,0.0,0.003791499137878418,0.000961369276046753,0.0023332834243774414,0.001392514705657958,"[0.08891873806715012, 0.08451544493436813, 0.07662333548069, 0.07156652957201004, 0.07156363874673843]","[-0.01726710796356201, 0.030971527099609375, -0.008504152297973633, -0.008860349655151367, -0.008859515190124512]","[-0.017396527528762817, 0.03447355031967163, -0.008018253246943156, -0.007437664270401002, -0.007436968882878622]"
ctdg,lastfm,DyGFormer,7,35,8035,1.0,5,-1.2256147861480713,-0.8467109203338623,-0.8467109203338623,0.378903865814209,0.2935771346092224,0.4288230538368225,0,0.0,1.0,1.0,0.0,0.023183727264404298,0.005852946639060974,0.006190180778503418,0.01131150722503663,"[0.07685921341180801, 0.0698775053024292, 0.0698760524392128, 0.069874607026577, 0.06987325847148895]","[-0.05906963348388672, -0.06582069396972656, -0.06581985950469971, -0.0658186674118042, -0.06581747531890869]","[-0.07006941934426628, -0.07721046805381776, -0.07720928589502972, -0.07720801432927449, -0.07720667819182078]"
ctdg,lastfm,DyGFormer,7,36,8036,1.0,5,-1.4090049266815186,-1.3958115577697754,-1.3810877799987793,0.027917146682739258,0.24438634514808655,0.2513050436973572,24,-0.7,1.0,0.6,0.0,0.002639961242675781,0.0006724745035171509,0.0008379220962524414,0.001311922073364258,"[0.08275014907121658, 0.0680876150727272, 0.06808506697416306, 0.0649050697684288, 0.05832769349217415]","[-0.008078336715698242, -0.01086437702178955, -0.010863900184631348, 0.00019240379333496094, 0.009861230850219727]","[-0.006747400760650635, -0.009570495287577311, -0.009569839636484782, 0.0016395092010498046, 0.01105485757191976]"
ctdg,lastfm,DyGFormer,7,37,8037,1.0,5,-1.5857765674591064,-1.3892500400543213,-1.3892500400543213,0.19652652740478516,0.2047887146472931,0.24926219880580902,0,-0.9999999999999999,1.0,1.0,0.0,0.00290827751159668,0.0007500141859054565,0.0010079145431518555,0.0016342878341674791,"[0.07773769646883011, 0.0650661513209343, 0.0650620386004448, 0.0650588721036911, 0.06505569070577621]","[-0.04967999458312988, -0.0346752405166626, -0.034670472145080566, -0.03466677665710449, -0.034662604331970215]","[-0.051417322953542066, -0.03628420035044353, -0.036279034614562986, -0.036275031169255574, -0.03627093831698099]"
ctdg,lastfm,DyGFormer,7,38,8038,1.0,5,-1.1892828941345215,-1.1623423099517822,-1.1602424383163452,0.02904045581817627,0.304439514875412,0.3134101927280426,24,-0.9999999999999999,1.0,1.0,0.6,0.002536463737487793,0.0006402552127838135,0.0011557340621948242,0.0012384414672851555,"[0.08095749467611313, 0.0771990641951561, 0.0715148076415062, 0.07151219248771667, 0.07150974869728088]","[-0.01615285873413086, -0.012249350547790527, -0.0015784502029418945, -0.0015769004821777344, -0.0015752315521240234]","[-0.015864328543345137, -0.011049395799636841, -1.0734796524047819e-05, -8.926788965860988e-06, -7.198254267374606e-06]"
ctdg,lastfm,DyGFormer,7,39,8039,1.0,5,-1.3996418714523315,-1.396285057067871,-1.357349157333374,0.04229271411895752,0.24668531119823456,0.25734204053878784,2,-0.39999999999999997,1.0,0.8,0.0,0.003955292701721192,0.0010007143020629883,0.00241851806640625,0.001452265580495198,"[0.09057439863681793, 0.08426354080438614, 0.07845474779605865, 0.0722922682762146, 0.07228933274745941]","[-0.0168687105178833, 0.031618714332580566, -0.008207201957702637, -0.00853586196899414, -0.008535385131835938]","[-0.016913559039433795, 0.03528725504875183, -0.007678614060084026, -0.007026211420694988, -0.007025684912999471]"
ctdg,lastfm,DyGFormer,7,40,8040,1.0,5,-0.6737872362136841,-0.6198428869247437,-0.6123056411743164,0.061481595039367676,0.5097742676734924,0.5420995354652405,2,0.19999999999999998,1.0,0.8,0.0,0.0036583781242370606,0.0009372860193252563,0.0031409263610839844,0.0008822576204935723,"[0.10367129743099213, 0.08551166206598282, 0.07742846757173538, 0.06277110427618027, 0.06020468845963478]","[-0.01708132028579712, 0.003643035888671875, -0.009870588779449463, -0.01821577548980713, -0.011441528797149658]","[-0.016959824164708454, 0.005238097906112672, -0.009921360015869143, -0.02024902701377869, -0.012052236000696817]"
ctdg,lastfm,DyGFormer,7,41,8041,1.0,5,-2.2077085971832275,-1.9799511432647705,-1.9799511432647705,0.22775745391845703,0.10995231568813324,0.13807597756385803,0,0.0,1.0,1.0,0.0,0.015609502792358398,0.003811812400817871,0.007511615753173828,0.006724357604980471,"[0.08802665770053864, 0.08802437037229538, 0.08802209049463272, 0.08801920711994171, 0.04658564552664757]","[-0.0444645881652832, -0.04446744918823242, -0.044470787048339844, -0.04447436332702637, -0.01625847816467285]","[-0.05213888088862102, -0.05214198033014933, -0.05214529832204183, -0.05214939117431641, -0.019181903203328448]"
ctdg,lastfm,DyGFormer,7,42,8042,1.0,5,-0.016221368685364723,-0.05789446458220482,-0.016221368685364723,0.0,0.983909547328949,0.983909547328949,31,0.9999999999999999,0.0,0.0,0.0,0.022047829627990723,0.004623146937228739,0.014171525835990906,0.007082578912377358,"[0.12417741864919662, 0.12250297516584396, 0.1215272843837738, 0.1074717789888382, 0.10640411078929901]","[0.0014439299702644348, 0.0014108549803495407, 0.0013812258839607239, 0.0010232087224721909, 0.0010009817779064178]","[0.008795637792597214, 0.008697305340319872, 0.008619460587700209, 0.007819555389384428, 0.007741136786838372]"
ctdg,lastfm,DyGFormer,7,43,8043,1.0,5,-0.363578200340271,-0.2662164866924286,-0.24901792407035828,0.11456027626991272,0.6951843500137329,0.7795659899711609,2,-0.09999999999999999,1.0,1.0,0.2,0.023995751142501832,0.00570949986577034,0.022026777267456055,0.009854698181152343,"[0.22671712934970856, 0.196176677942276, 0.183346226811409, 0.0946677103638649, 0.08718176931142807]","[-0.03929749131202698, -0.014723598957061768, -0.047219663858413696, -0.02058473229408264, -0.024809718132019043]","[-0.024419219791889192, -0.0013071338335673018, -0.040191170076529184, -0.013244312504927316, -0.018199877440929414]"
