counterpart_attention_mass,counterpart_evidence_present,counterpart_warrant_mass,label,non_counterpart_warrant_mass,sample_id,score
0.0,True,0.0,1.0,0.0,6685,0.5425093173980713
0.0,True,0.0,1.0,0.0,6686,0.6007397174835205
0.0,False,0.0,1.0,0.0,6687,0.023563677445054054
0.0,True,0.0,1.0,0.0,6688,0.4380336105823517
0.0,False,0.0,1.0,0.0,6689,0.18057526648044586
0.0,True,0.0,1.0,0.0,6690,0.6637697815895081
0.0,True,0.0,1.0,0.0,6691,0.7646039724349976
0.0,True,0.0,1.0,0.0,6692,0.9703481197357178
0.0,True,0.0,1.0,0.0,6693,0.12260258197784424
0.0,True,0.0,1.0,0.0,6694,0.9845688343048096
0.0,True,0.0,1.0,0.0,6695,0.9591095447540283
0.0,False,0.0,1.0,0.0,6696,0.15379121899604797
0.0,True,0.0,1.0,0.0,6697,0.418284147977829
0.0,True,0.0,1.0,0.0,6698,0.28616371750831604
0.0,True,0.0,1.0,0.0,6699,0.38441377878189087
0.0,True,0.0,1.0,0.0,6700,0.6031678915023804
0.0,False,0.0,1.0,0.0,6701,0.6910256147384644
0.0,True,0.0,1.0,0.0,6702,0.9840160608291626
0.0,True,0.0,1.0,0.0,6703,0.9824078679084778
0.0,True,0.0,1.0,0.0,6704,0.9547368288040161
0.0,False,0.0,1.0,0.0,6705,0.18908797204494476
0.0,True,0.0,1.0,0.0,6706,0.9652523994445801
0.0,True,0.0,1.0,0.0,6707,0.9645863175392151
0.0,True,0.0,1.0,0.0,6708,0.9781980514526367
0.0,True,0.0,1.0,0.0,6709,0.9746404886245728
0.0,False,0.0,1.0,0.0,6710,0.19575628638267517
0.0,True,0.0,1.0,0.0,6711,0.9596315622329712
0.0,True,0.0,1.0,0.0,6712,0.3049047887325287
0.0,True,0.0,1.0,0.0,6713,0.9527519941329956
0.0,False,0.0,1.0,0.0,6714,0.2126329243183136
0.0,True,0.0,1.0,0.0,6715,0.512304425239563
0.0,False,0.0,1.0,0.0,6716,0.44094353914260864
0.0,True,0.0,1.0,0.0,6717,0.8615607619285583
0.0,False,0.0,1.0,0.0,6718,0.13331492245197296
0.0,True,0.0,1.0,0.0,6719,0.9620785117149353
0.0,True,0.0,1.0,0.0,6720,0.5481351613998413
0.0,True,0.0,1.0,0.0,6721,0.9558769464492798
0.0,False,0.0,1.0,0.0,6722,0.030864421278238297
0.0,True,0.0,1.0,0.0,6723,0.8016942739486694
0.0,True,0.0,1.0,0.0,6724,0.9852083921432495
0.0,True,0.0,1.0,0.0,6725,0.9347443580627441
0.0,True,0.0,1.0,0.0,6726,0.8607344031333923
0.0,True,0.0,1.0,0.0,6727,0.955775260925293
0.0,True,0.0,1.0,0.0,6728,0.9559404850006104
0.0,False,0.0,1.0,0.0,6729,0.16923058032989502
0.0,False,0.0,1.0,0.0,6730,0.06668728590011597
0.0,True,0.0,1.0,0.0,6731,0.6853139996528625
0.0,True,0.0,1.0,0.0,6732,0.4303627908229828
0.0,True,0.0,1.0,0.0,6733,0.9406792521476746
0.0,False,0.0,1.0,0.0,6734,0.5002576112747192
0.0,True,0.0,1.0,0.0,6735,0.6362662315368652
0.0,True,0.0,1.0,0.0,6736,0.054360281676054
0.0,True,0.0,1.0,0.0,6737,0.4669615924358368
0.0,True,0.0,1.0,0.0,6738,0.06297902762889862
0.0,True,0.0,1.0,0.0,6739,0.6185479164123535
0.0,True,0.0,1.0,0.0,6740,0.6203686594963074
0.0,True,0.0,1.0,0.0,6741,0.06307267397642136
0.0,True,0.0,1.0,0.0,6742,0.5527550578117371
0.0,True,0.0,1.0,0.0,6743,0.5451678037643433
0.0,True,0.0,1.0,0.0,6744,0.46124255657196045
0.0,True,0.0,1.0,0.0,6745,0.6620439291000366
0.0,True,0.0,1.0,0.0,6746,0.8167209029197693
0.0,True,0.0,1.0,0.0,6747,0.773380696773529
0.0,True,0.0,1.0,0.0,6748,0.5310873985290527
0.0,True,0.0,1.0,0.0,6749,0.5597608685493469
0.0,True,0.0,1.0,0.0,6750,0.5179588794708252
0.0,True,0.0,1.0,0.0,6751,0.16912253201007843
0.0,True,0.0,1.0,0.0,6752,0.49150338768959045
0.0,True,0.0,1.0,0.0,6753,0.5225096344947815
0.0,True,0.0,1.0,0.0,6754,0.44740283489227295
0.0,True,0.0,1.0,0.0,6755,0.43552330136299133
0.0,True,0.0,1.0,0.0,6756,0.508116602897644
0.0,True,0.0,1.0,0.0,6757,0.6527048945426941
0.0,True,0.0,1.0,0.0,6758,0.7865428328514099
0.0,False,0.0,1.0,0.0,6759,0.04269208014011383
0.0,True,0.0,1.0,0.0,6760,0.48675012588500977
0.0,True,0.0,1.0,0.0,6761,0.7216641902923584
0.0,True,0.0,1.0,0.0,6762,0.9838579297065735
0.0,True,0.0,1.0,0.0,6763,0.9829114675521851
0.0,True,0.0,1.0,0.0,6764,0.3206161558628082
0.0,True,0.0,1.0,0.0,6765,0.9590984582901001
0.0,True,0.0,1.0,0.0,6766,0.045693714171648026
0.0,False,0.0,1.0,0.0,6767,0.06469252705574036
0.0,True,0.0,1.0,0.0,6768,0.968042254447937
0.0,True,0.0,1.0,0.0,6769,0.3400261104106903
0.0,True,0.0,1.0,0.0,6770,0.977822482585907
0.0,True,0.0,1.0,0.0,6771,0.9837071299552917
0.0,True,0.0,1.0,0.0,6772,0.9502062797546387
0.0,False,0.0,1.0,0.0,6773,0.6360027194023132
0.0,True,0.0,1.0,0.0,6774,0.16816440224647522
0.0,False,0.0,1.0,0.0,6775,0.5888665914535522
0.0,False,0.0,1.0,0.0,6776,0.5976813435554504
0.0,True,0.0,1.0,0.0,6777,0.37893906235694885
0.0,True,0.0,1.0,0.0,6778,0.9385495185852051
0.0,True,0.0,1.0,0.0,6779,0.9707611203193665
0.0,True,0.0,1.0,0.0,6780,0.3345129191875458
0.0,True,0.0,1.0,0.0,6781,0.7805638909339905
0.0,True,0.0,1.0,0.0,6782,0.5986108183860779
0.0,True,0.0,1.0,0.0,6783,0.18334826827049255
0.0,True,0.0,1.0,0.0,6784,0.5110921263694763
0.0,True,0.0,1.0,0.0,6785,0.9657910466194153
0.0,True,0.0,1.0,0.0,6786,0.5750924348831177
0.0,True,0.0,1.0,0.0,6787,0.41484126448631287
0.0,True,0.0,1.0,0.0,6788,0.8262834548950195
0.0,True,0.0,1.0,0.0,6789,0.7854306101799011
0.0,False,0.0,1.0,0.0,6790,0.15521562099456787
0.0,False,0.0,1.0,0.0,6791,0.4368755519390106
0.0,False,0.0,1.0,0.0,6792,0.09275241941213608
0.0,False,0.0,1.0,0.0,6793,0.13003303110599518
0.0,True,0.0,1.0,0.0,6794,0.6135643124580383
0.0,True,0.0,1.0,0.0,6795,0.6782135367393494
0.0,True,0.0,1.0,0.0,6796,0.7885499596595764
0.0,False,0.0,1.0,0.0,6797,0.21185767650604248
0.0,False,0.0,1.0,0.0,6798,0.06274218112230301
0.0,False,0.0,1.0,0.0,6799,0.17870400846004486
0.0,False,0.0,1.0,0.0,6800,0.11480904370546341
0.0,True,0.0,1.0,0.0,6801,0.9539769887924194
0.0,True,0.0,1.0,0.0,6802,0.5250147581100464
0.0,False,0.0,1.0,0.0,6803,0.17854253947734833
0.0,True,0.0,1.0,0.0,6804,0.42751553654670715
0.0,False,0.0,1.0,0.0,6805,0.16803820431232452
0.0,True,0.0,1.0,0.0,6806,0.7968064546585083
0.0,True,0.0,1.0,0.0,6807,0.19924989342689514
0.0,False,0.0,1.0,0.0,6808,0.12342031300067902
0.0,False,0.0,1.0,0.0,6809,0.07448647916316986
0.0,False,0.0,1.0,0.0,6810,0.34151920676231384
0.0,False,0.0,1.0,0.0,6811,0.13667218387126923
0.0,True,0.0,1.0,0.0,6812,0.5426504611968994
0.0,True,0.0,1.0,0.0,6813,0.950570821762085
0.0,True,0.0,1.0,0.0,6814,0.6193224787712097
0.0,True,0.0,1.0,0.0,6815,0.39130905270576477
0.0,True,0.0,1.0,0.0,6816,0.9813117384910583
0.0,True,0.0,1.0,0.0,6817,0.2559455931186676
0.0,False,0.0,1.0,0.0,6818,0.3176104724407196
0.0,True,0.0,1.0,0.0,6819,0.14720407128334045
0.0,True,0.0,1.0,0.0,6820,0.34198418259620667
0.0,True,0.0,1.0,0.0,6821,0.13944756984710693
0.0,True,0.0,1.0,0.0,6822,0.2363247573375702
0.0,True,0.0,1.0,0.0,6823,0.9595510959625244
0.0,False,0.0,1.0,0.0,6824,0.44067633152008057
0.0,True,0.0,1.0,0.0,6825,0.9805811643600464
0.0,True,0.0,1.0,0.0,6826,0.9839657545089722
0.0,True,0.0,1.0,0.0,6827,0.7466762661933899
0.0,True,0.0,1.0,0.0,6828,0.15978816151618958
0.0,True,0.0,1.0,0.0,6829,0.964286744594574
0.0,True,0.0,1.0,0.0,6830,0.8746170997619629
0.0,True,0.0,1.0,0.0,6831,0.14283724129199982
0.0,True,0.0,1.0,0.0,6832,0.6976987719535828
0.0,True,0.0,1.0,0.0,6833,0.4815605878829956
0.0,True,0.0,1.0,0.0,6834,0.9700223803520203
0.0,True,0.0,1.0,0.0,6835,0.9803925156593323
0.0,False,0.0,1.0,0.0,6836,0.730543315410614
0.0,True,0.0,1.0,0.0,6837,0.17131036520004272
0.0,False,0.0,1.0,0.0,6838,0.08483052998781204
0.0,True,0.0,1.0,0.0,6839,0.6333408355712891
0.0,True,0.0,1.0,0.0,6840,0.5338214039802551
0.0,True,0.0,1.0,0.0,6841,0.71831214427948
0.0,False,0.0,1.0,0.0,6842,0.3920573592185974
0.0,False,0.0,1.0,0.0,6843,0.3117777109146118
0.0,True,0.0,1.0,0.0,6844,0.6164065003395081
0.0,True,0.0,1.0,0.0,6845,0.852027952671051
0.0,True,0.0,1.0,0.0,6846,0.5154137015342712
0.0,True,0.0,1.0,0.0,6847,0.4215541183948517
0.0,False,0.0,1.0,0.0,6848,0.177150696516037
0.0,True,0.0,1.0,0.0,6849,0.7094232439994812
0.0,True,0.0,1.0,0.0,6850,0.5504980087280273
0.0,False,0.0,1.0,0.0,6851,0.42423468828201294
0.0,False,0.0,1.0,0.0,6852,0.053560737520456314
0.0,False,0.0,1.0,0.0,6853,0.34763258695602417
0.0,True,0.0,1.0,0.0,6854,0.2724899351596832
0.0,True,0.0,1.0,0.0,6855,0.038880836218595505
0.0,True,0.0,1.0,0.0,6856,0.9848576784133911
0.0,True,0.0,1.0,0.0,6857,0.1754278987646103
0.0,False,0.0,1.0,0.0,6858,0.23823930323123932
0.0,True,0.0,1.0,0.0,6859,0.6132093071937561
0.0,False,0.0,1.0,0.0,6860,0.5000786781311035
0.0,True,0.0,1.0,0.0,6861,0.328375905752182
0.0,True,0.0,1.0,0.0,6862,0.5993403196334839
0.0,True,0.0,1.0,0.0,6863,0.5106226801872253
0.0,True,0.0,1.0,0.0,6864,0.9556497931480408
0.0,True,0.0,1.0,0.0,6865,0.6698270440101624
0.0,False,0.0,1.0,0.0,6866,0.2696714699268341
0.0,True,0.0,1.0,0.0,6867,0.9863000512123108
0.0,False,0.0,1.0,0.0,6868,0.5540601015090942
0.0,True,0.0,1.0,0.0,6869,0.6009554862976074
0.0,True,0.0,1.0,0.0,6870,0.8188983798027039
0.0,True,0.0,1.0,0.0,6871,0.7476320862770081
0.0,False,0.0,1.0,0.0,6872,0.8288187384605408
0.0,True,0.0,1.0,0.0,6873,0.9626883268356323
0.0,True,0.0,1.0,0.0,6874,0.7574023604393005
0.0,True,0.0,1.0,0.0,6875,0.9790087342262268
0.0,True,0.0,1.0,0.0,6876,0.8677316904067993
0.0,True,0.0,1.0,0.0,6877,0.8521804809570312
0.0,True,0.0,1.0,0.0,6878,0.7548114657402039
0.0,True,0.0,1.0,0.0,6879,0.9565563797950745
0.0,False,0.0,1.0,0.0,6880,0.34227466583251953
0.0,True,0.0,1.0,0.0,6881,0.25381773710250854
0.0,True,0.0,1.0,0.0,6882,0.9873614311218262
0.0,False,0.0,1.0,0.0,6883,0.07310358434915543
0.0,True,0.0,1.0,0.0,6884,0.986396312713623
0.0,False,0.0,1.0,0.0,6885,0.5728935599327087
0.0,True,0.0,1.0,0.0,6886,0.19190120697021484
0.0,False,0.0,1.0,0.0,6887,0.190559983253479
0.0,True,0.0,1.0,0.0,6888,0.9652534127235413
0.0,True,0.0,1.0,0.0,6889,0.8352741599082947
0.0,False,0.0,1.0,0.0,6890,0.2059478759765625
0.0,False,0.0,1.0,0.0,6891,0.4107497036457062
0.0,True,0.0,1.0,0.0,6892,0.9672998189926147
0.0,True,0.0,1.0,0.0,6893,0.20584142208099365
0.0,True,0.0,1.0,0.0,6894,0.759078860282898
0.0,True,0.0,1.0,0.0,6895,0.47258225083351135
0.0,True,0.0,1.0,0.0,6896,0.24242664873600006
0.0,True,0.0,1.0,0.0,6897,0.5987939834594727
0.0,True,0.0,1.0,0.0,6898,0.8719226121902466
0.0,True,0.0,1.0,0.0,6899,0.7646467089653015
0.0,True,0.0,1.0,0.0,6900,0.5128480792045593
0.0,True,0.0,1.0,0.0,6901,0.7928457856178284
0.0,True,0.0,1.0,0.0,6902,0.824520468711853
0.0,True,0.0,1.0,0.0,6903,0.9075546860694885
0.0,True,0.0,1.0,0.0,6904,0.2711944878101349
0.0,True,0.0,1.0,0.0,6905,0.9806452393531799
0.0,True,0.0,1.0,0.0,6906,0.6432052254676819
0.0,True,0.0,1.0,0.0,6907,0.7056563496589661
0.0,True,0.0,1.0,0.0,6908,0.23010756075382233
0.0,True,0.0,1.0,0.0,6909,0.0634579285979271
0.0,True,0.0,1.0,0.0,6910,0.14234378933906555
0.0,True,0.0,1.0,0.0,6911,0.9804570078849792
0.0,True,0.0,1.0,0.0,6912,0.423941433429718
0.0,True,0.0,1.0,0.0,6913,0.527908444404602
0.0,True,0.0,1.0,0.0,6914,0.09217820316553116
0.0,True,0.0,1.0,0.0,6915,0.40848472714424133
0.0,True,0.0,1.0,0.0,6916,0.7922390103340149
0.0,True,0.0,1.0,0.0,6917,0.5846478343009949
0.0,False,0.0,1.0,0.0,6918,0.36409449577331543
0.0,True,0.0,1.0,0.0,6919,0.8168646097183228
0.0,True,0.0,1.0,0.0,6920,0.14301392436027527
0.0,True,0.0,1.0,0.0,6921,0.9544780850410461
0.0,True,0.0,1.0,0.0,6922,0.9195995330810547
0.0,True,0.0,1.0,0.0,6923,0.5029357671737671
0.0,True,0.0,1.0,0.0,6924,0.2031223326921463
0.0,True,0.0,1.0,0.0,6925,0.9080061912536621
0.0,True,0.0,1.0,0.0,6926,0.5504904389381409
0.0,True,0.0,1.0,0.0,6927,0.3427881598472595
0.0,True,0.0,1.0,0.0,6928,0.8709895014762878
0.0,True,0.0,1.0,0.0,6929,0.9091341495513916
0.0,True,0.0,1.0,0.0,6930,0.9788110256195068
0.0,True,0.0,1.0,0.0,6931,0.9883726239204407
0.0,True,0.0,1.0,0.0,6932,0.8777087926864624
0.0,True,0.0,1.0,0.0,6933,0.809196949005127
0.0,True,0.0,1.0,0.0,6934,0.7978155612945557
0.0,True,0.0,1.0,0.0,6935,0.8270515203475952
0.0,True,0.0,1.0,0.0,6936,0.22868356108665466
0.0,True,0.0,1.0,0.0,6937,0.909609317779541
0.0,True,0.0,1.0,0.0,6938,0.9756622910499573
0.0,True,0.0,1.0,0.0,6939,0.9866659045219421
0.0,True,0.0,1.0,0.0,6940,0.9103286862373352
0.0,True,0.0,1.0,0.0,6941,0.9750598669052124
0.0,True,0.0,1.0,0.0,6942,0.9107962846755981
0.0,True,0.0,1.0,0.0,6943,0.5644717812538147
0.0,True,0.0,1.0,0.0,6944,0.9844275116920471
0.0,True,0.0,1.0,0.0,6945,0.505510687828064
0.0,True,0.0,1.0,0.0,6946,0.7704293131828308
0.0,True,0.0,1.0,0.0,6947,0.6361963748931885
0.0,True,0.0,1.0,0.0,6948,0.4386949837207794
0.0,True,0.0,1.0,0.0,6949,0.9622783064842224
0.0,True,0.0,1.0,0.0,6950,0.7499629259109497
0.0,True,0.0,1.0,0.0,6951,0.9891095161437988
0.0,True,0.0,1.0,0.0,6952,0.7894208431243896
0.0,False,0.0,1.0,0.0,6953,0.05585150793194771
0.0,True,0.0,1.0,0.0,6954,0.8828331232070923
0.0,False,0.0,1.0,0.0,6955,0.22486411035060883
0.0,True,0.0,1.0,0.0,6956,0.9337509274482727
0.0,True,0.0,1.0,0.0,6957,0.9317308664321899
0.0,False,0.0,1.0,0.0,6958,0.025165501981973648
0.0,True,0.0,1.0,0.0,6959,0.9150692224502563
0.0,True,0.0,1.0,0.0,6960,0.239097461104393
0.0,True,0.0,1.0,0.0,6961,0.027807673439383507
0.0,False,0.0,1.0,0.0,6962,0.8479407429695129
0.0,True,0.0,1.0,0.0,6963,0.02626672573387623
0.0,True,0.0,1.0,0.0,6964,0.9622715711593628
0.0,True,0.0,1.0,0.0,6965,0.9631717801094055
0.0,True,0.0,1.0,0.0,6966,0.8303824067115784
0.0,True,0.0,1.0,0.0,6967,0.027594149112701416
0.0,True,0.0,1.0,0.0,6968,0.47088345885276794
0.0,True,0.0,1.0,0.0,6969,0.9699816703796387
0.0,True,0.0,1.0,0.0,6970,0.9586353898048401
0.0,True,0.0,1.0,0.0,6971,0.9532797336578369
0.0,True,0.0,1.0,0.0,6972,0.9617939591407776
0.0,True,0.0,1.0,0.0,6973,0.9550957679748535
0.0,True,0.0,1.0,0.0,6974,0.9614202380180359
0.0,False,0.0,1.0,0.0,6975,0.26354509592056274
0.0,True,0.0,1.0,0.0,6976,0.6659279465675354
0.0,True,0.0,1.0,0.0,6977,0.8062385320663452
0.0,True,0.0,1.0,0.0,6978,0.4887440800666809
0.0,True,0.0,1.0,0.0,6979,0.9831002950668335
0.0,True,0.0,1.0,0.0,6980,0.026683460921049118
0.0,True,0.0,1.0,0.0,6981,0.9667864441871643
0.0,True,0.0,1.0,0.0,6982,0.9836506247520447
0.0,False,0.0,1.0,0.0,6983,0.5320621728897095
0.0,True,0.0,1.0,0.0,6984,0.9722497463226318
0.0,False,0.0,1.0,0.0,6985,0.16489265859127045
0.0,True,0.0,1.0,0.0,6986,0.7356780767440796
0.0,False,0.0,1.0,0.0,6987,0.7225574254989624
0.0,False,0.0,1.0,0.0,6988,0.3853292167186737
0.0,True,0.0,1.0,0.0,6989,0.026278559118509293
0.0,True,0.0,1.0,0.0,6990,0.9745463132858276
0.0,True,0.0,1.0,0.0,6991,0.9580827951431274
0.0,True,0.0,1.0,0.0,6992,0.026023119688034058
0.0,True,0.0,1.0,0.0,6993,0.9759708642959595
0.0,True,0.0,1.0,0.0,6994,0.7513247132301331
0.0,True,0.0,1.0,0.0,6995,0.3932955861091614
0.0,True,0.0,1.0,0.0,6996,0.4873211085796356
0.0,False,0.0,1.0,0.0,6997,0.7002197504043579
0.0,True,0.0,1.0,0.0,6998,0.5878916382789612
0.0,True,0.0,1.0,0.0,6999,0.7293829321861267
0.0,False,0.0,1.0,0.0,7000,0.042381394654512405
0.0,True,0.0,1.0,0.0,7001,0.025185562670230865
0.0,False,0.0,1.0,0.0,7002,0.22738511860370636
0.0,True,0.0,1.0,0.0,7003,0.4463638961315155
0.0,True,0.0,1.0,0.0,7004,0.9761514067649841
0.0,False,0.0,1.0,0.0,7005,0.13310906291007996
0.0,True,0.0,1.0,0.0,7006,0.02377047948539257
0.0,True,0.0,1.0,0.0,7007,0.9774093627929688
0.0,True,0.0,1.0,0.0,7008,0.5729119181632996
0.0,False,0.0,1.0,0.0,7009,0.791500449180603
0.0,False,0.0,1.0,0.0,7010,0.13029824197292328
0.0,True,0.0,1.0,0.0,7011,0.5717121958732605
0.0,True,0.0,1.0,0.0,7012,0.6189417839050293
0.0,False,0.0,1.0,0.0,7013,0.5673409700393677
0.0,True,0.0,1.0,0.0,7014,0.5830754041671753
0.0,True,0.0,1.0,0.0,7015,0.855797529220581
0.0,True,0.0,1.0,0.0,7016,0.8258793950080872
